location,block,quantity
0,nether_wart,55
1,dropper,5
2,crafting_table,43
3,hopper,39
4,chest,53
5,iron_trapdoor,34
6,emerald_block,46
7,glass,29
8,stone_button,3
9,empty,49
10,iron_ore,50
11,cake,56
12,spruce_fence,55
13,redstone_ore,3
14,diamond_ore,34
15,diamond_block,40
16,spruce_fence,38
17,end_stone,43
18,glass_pane,17
19,dropper,46
20,empty,58
21,ender_chest,9
22,coal_ore,42
23,diamond_ore,42
24,hay_block,35
25,hopper,37
26,mossy_cobblestone,33
27,dark_oak_door,35
28,empty,14
29,dropper,22
30,redstone_torch,15
31,soul_sand,28
32,ladder,62
33,vine,41
34,wheat,57
35,empty,19
