location,block,quantity
0,glass_pane,3
1,empty,60
2,chest,33
3,clay,8
4,redstone_ore,61
5,vine,46
6,acacia_fence,26
7,sticky_piston,63
8,coal_ore,38
9,emerald_ore,44
10,brown_mushroom,61
11,coal_block,39
12,crafting_table,34
13,furnace,45
14,iron_trapdoor,64
15,lever,3
16,stone,16
17,light_weighted_pressure_plate,34
18,detector_rail,40
19,brewing_stand,10
20,jungle_fence_gate,26
21,acacia_door,64
22,hay_block,14
23,cauldron,49
24,light_weighted_pressure_plate,8
25,grass,35
26,light_weighted_pressure_plate,32
27,jukebox,42
28,empty,31
29,iron_block,11
30,sponge,27
31,snow,49
32,spruce_fence,5
33,activator_rail,52
34,trapped_chest,8
35,dropper,56
