location,block,quantity
0,spruce_door,51
1,vine,4
2,iron_door,42
3,iron_bars,8
4,activator_rail,16
5,furnace,53
6,red_mushroom_block,46
7,rail,52
8,netherrack,34
9,empty,42
10,empty,4
11,empty,26
12,empty,42
13,emerald_ore,37
14,daylight_detector,16
15,redstone_torch,64
16,cobblestone,45
17,birch_fence_gate,45
18,pumpkin,61
19,lever,53
20,red_mushroom_block,51
21,beacon,61
22,trapped_chest,13
23,red_mushroom,64
24,diamond_block,58
25,emerald_ore,30
26,nether_brick,14
27,redstone_ore,54
28,empty,1
29,clay,17
30,cactus,10
31,empty,3
32,rail,36
33,jungle_fence_gate,8
34,redstone_torch,39
35,gold_block,6
