location,block,quantity
0,nether_brick,7
1,empty,11
2,empty,39
3,packed_ice,37
4,end_stone,22
5,glass,31
6,daylight_detector,64
7,ice,39
8,glass_pane,54
9,beacon,27
10,clay,64
11,empty,5
12,wheat,27
13,jungle_door,9
14,empty,4
15,gravel,5
16,barrier,18
17,ice,7
18,gold_ore,38
19,crafting_table,21
20,red_sandstone,11
21,packed_ice,10
22,acacia_fence,44
23,gold_block,24
24,glowstone,47
25,cake,51
26,stone_slab,10
27,flower_pot,26
28,barrier,48
29,ender_chest,34
30,clay,13
31,iron_door,64
32,empty,2
33,empty,3
34,obsidian,48
35,cobblestone_wall,1
