location,block,quantity
0,empty,64
1,iron_ore,53
2,sticky_piston,44
3,beacon,14
4,ender_chest,18
5,gravel,2
6,soul_sand,52
7,empty,3
8,emerald_block,44
9,birch_fence_gate,54
10,spruce_fence_gate,28
11,iron_block,56
12,jungle_door,1
13,brown_mushroom_block,19
14,cactus,8
15,iron_trapdoor,40
16,ice,9
17,ladder,54
18,tripwire_hook,19
19,quartz_block,2
20,nether_brick,51
21,sea_lantern,35
22,empty,19
23,packed_ice,48
24,grass,38
25,trapped_chest,15
26,jungle_fence_gate,52
27,obsidian,43
28,packed_ice,9
29,enchanting_table,33
30,empty,60
31,diamond_ore,60
32,empty,22
33,coal_block,10
34,tnt,22
35,bedrock,18
