location,block,quantity
0,empty,40
1,trapped_chest,59
2,chest,16
3,jungle_fence,23
4,empty,47
5,empty,36
6,heavy_weighted_pressure_plate,21
7,trapped_chest,43
8,acacia_door,44
9,birch_fence,64
10,stone_pressure_plate,6
11,soul_sand,3
12,light_weighted_pressure_plate,64
13,jungle_fence_gate,22
14,detector_rail,10
15,sea_lantern,55
16,redstone_lamp,1
17,grass,19
18,hopper,16
19,activator_rail,15
20,gravel,63
21,birch_fence,52
22,sea_lantern,5
23,enchanting_table,25
24,wheat,55
25,dispenser,3
26,lapis_ore,42
27,anvil,45
28,cauldron,6
29,birch_fence,9
30,empty,63
31,nether_wart,59
32,empty,43
33,command_block,10
34,hay_block,60
35,gold_ore,57
