location,block,quantity
0,diamond_block,47
1,diamond_block,35
2,beacon,35
3,stone_slab,61
4,acacia_fence,56
5,empty,39
6,chest,55
7,prismarine,60
8,light_weighted_pressure_plate,59
9,stone_button,12
10,daylight_detector,18
11,flower_pot,42
12,stone_slab,25
13,lapis_block,23
14,acacia_fence,57
15,crafting_table,4
16,diamond_ore,41
17,sand,50
18,sand,43
19,red_sandstone,47
20,dropper,43
21,tripwire_hook,24
22,empty,18
23,dispenser,41
24,trapped_chest,45
25,dragon_egg,27
26,torch,54
27,redstone_torch,62
28,enchanting_table,54
29,pumpkin,20
30,detector_rail,8
31,dropper,62
32,empty,24
33,iron_bars,5
34,jungle_door,3
35,diamond_block,43
