location,block,quantity
0,pumpkin,27
1,cauldron,9
2,anvil,27
3,empty,54
4,quartz_block,51
5,emerald_block,49
6,glass,28
7,sticky_piston,2
8,redstone_block,36
9,empty,21
10,emerald_block,17
11,birch_fence_gate,57
12,tnt,57
13,acacia_fence_gate,36
14,diamond_block,13
15,empty,46
16,brewing_stand,16
17,empty,44
18,sandstone,56
19,dropper,20
20,flower_pot,15
21,red_mushroom,16
22,nether_brick_fence,25
23,sandstone,64
24,wheat,23
25,red_mushroom,20
26,jungle_door,64
27,ladder,29
28,light_weighted_pressure_plate,5
29,stone_pressure_plate,44
30,nether_brick,44
31,emerald_block,43
32,emerald_ore,11
33,dark_oak_fence,26
34,spruce_fence,52
35,brown_mushroom,40
