location,block,quantity
0,piston,61
1,nether_brick,29
2,empty,62
3,dark_oak_door,62
4,emerald_block,21
5,spruce_fence_gate,51
6,empty,40
7,jungle_fence_gate,5
8,diamond_ore,26
9,iron_trapdoor,46
10,emerald_ore,58
11,empty,49
12,quartz_block,59
13,birch_fence_gate,57
14,spruce_fence_gate,15
15,empty,38
16,rail,38
17,glass,22
18,bedrock,22
19,red_sandstone,14
20,trapped_chest,63
21,netherrack,52
22,dispenser,40
23,jungle_fence,27
24,vine,45
25,brown_mushroom_block,35
26,empty,47
27,nether_brick,18
28,enchanting_table,17
29,diamond_block,13
30,empty,37
31,empty,46
32,glowstone,45
33,empty,32
34,spruce_fence_gate,50
35,netherrack,29
