location,block,quantity
0,stone_button,24
1,enchanting_table,55
2,bookshelf,40
3,ladder,11
4,clay,43
5,gold_block,37
6,empty,56
7,end_portal_frame,28
8,light_weighted_pressure_plate,30
9,nether_brick,12
10,brewing_stand,56
11,sticky_piston,19
12,sponge,16
13,chest,2
14,coal_block,6
15,spruce_fence,47
16,empty,45
17,lapis_block,46
18,birch_door,3
19,jungle_fence,43
20,diamond_ore,2
21,redstone_lamp,37
22,brown_mushroom_block,17
23,glowstone,29
24,clay,39
25,mycelium,56
26,stone,12
27,pumpkin,16
28,furnace,23
29,empty,61
30,jungle_fence,55
31,empty,41
32,stone_slab,55
33,cake,46
34,light_weighted_pressure_plate,47
35,empty,25
