location,block,quantity
0,brown_mushroom,49
1,dispenser,8
2,iron_door,45
3,sticky_piston,37
4,hopper,5
5,prismarine,64
6,dispenser,60
7,nether_brick,55
8,tnt,48
9,empty,62
10,ladder,49
11,vine,31
12,grass,24
13,flower_pot,23
14,dark_oak_fence_gate,48
15,packed_ice,60
16,red_sandstone,27
17,diamond_block,1
18,empty,55
19,redstone_ore,51
20,farmland,51
21,empty,48
22,nether_wart,15
23,sticky_piston,44
24,empty,12
25,emerald_block,46
26,tripwire_hook,49
27,crafting_table,3
28,empty,4
29,end_stone,25
30,hay_block,31
31,nether_wart,1
32,brown_mushroom_block,25
33,grass,34
34,obsidian,62
35,dark_oak_door,14
