location,block,quantity
0,acacia_door,16
1,red_mushroom,28
2,empty,20
3,glowstone,26
4,glass_pane,11
5,empty,3
6,trapped_chest,3
7,ladder,58
8,furnace,53
9,jungle_fence_gate,48
10,packed_ice,9
11,rail,30
12,sand,63
13,red_sandstone,25
14,torch,26
15,iron_trapdoor,44
16,dispenser,11
17,crafting_table,15
18,snow,31
19,grass,47
20,cake,19
21,jukebox,20
22,daylight_detector,5
23,beacon,11
24,cactus,44
25,iron_bars,49
26,red_mushroom,36
27,heavy_weighted_pressure_plate,28
28,nether_wart,52
29,empty,29
30,grass,6
31,soul_sand,60
32,stone_pressure_plate,34
33,barrier,63
34,acacia_fence,42
35,ladder,12
