location,block,quantity
0,wheat,2
1,emerald_block,64
2,coal_ore,33
3,glowstone,55
4,daylight_detector,41
5,empty,59
6,dispenser,61
7,soul_sand,19
8,brewing_stand,49
9,tnt,25
10,redstone_ore,17
11,stone,56
12,empty,30
13,cauldron,41
14,gold_ore,26
15,netherrack,1
16,sea_lantern,25
17,obsidian,18
18,lapis_ore,12
19,birch_fence_gate,55
20,red_mushroom_block,20
21,tripwire_hook,24
22,cake,64
23,iron_trapdoor,7
24,sand,58
25,emerald_ore,55
26,mycelium,2
27,gold_ore,52
28,netherrack,30
29,lapis_ore,13
30,empty,43
31,red_mushroom,16
32,dark_oak_fence_gate,43
33,dark_oak_door,40
34,diamond_block,19
35,enchanting_table,44
