location,block,quantity
0,birch_door,25
1,iron_door,10
2,empty,42
3,diamond_block,31
4,dark_oak_fence,2
5,empty,17
6,furnace,13
7,glowstone,23
8,netherrack,54
9,glowstone,24
10,spruce_fence_gate,9
11,sand,54
12,sticky_piston,3
13,red_sandstone,42
14,dragon_egg,60
15,bedrock,40
16,ender_chest,22
17,spruce_door,2
18,glowstone,20
19,iron_door,51
20,brown_mushroom_block,33
21,coal_ore,57
22,rail,59
23,wheat,14
24,birch_fence,33
25,spruce_door,11
26,tripwire_hook,34
27,brown_mushroom,54
28,empty,52
29,sandstone,32
30,tnt,6
31,tnt,5
32,diamond_block,30
33,empty,31
34,empty,26
35,flower_pot,34
