location,block,quantity
0,anvil,64
1,empty,26
2,glowstone,51
3,emerald_ore,55
4,dragon_egg,51
5,snow,34
6,chest,47
7,brown_mushroom_block,16
8,sandstone,4
9,coal_ore,47
10,tnt,19
11,glowstone,51
12,coal_ore,57
13,cobblestone_wall,56
14,bedrock,34
15,acacia_fence,17
16,mycelium,58
17,wheat,59
18,birch_fence,16
19,jungle_fence_gate,20
20,red_mushroom,53
21,lever,32
22,light_weighted_pressure_plate,9
23,jungle_fence_gate,32
24,dirt,7
25,grass,1
26,ender_chest,45
27,barrier,35
28,sticky_piston,20
29,empty,27
30,acacia_door,42
31,daylight_detector,59
32,sand,57
33,glass_pane,19
34,redstone_ore,9
35,farmland,24
