location,block,quantity
0,redstone_block,50
1,gravel,49
2,hay_block,45
3,birch_fence,39
4,empty,53
5,iron_ore,47
6,farmland,10
7,acacia_fence_gate,26
8,empty,36
9,jungle_fence,29
10,cauldron,52
11,jungle_fence,10
12,empty,40
13,sandstone,49
14,crafting_table,49
15,empty,49
16,lapis_ore,22
17,iron_door,6
18,red_mushroom,57
19,redstone_torch,63
20,obsidian,34
21,trapped_chest,31
22,red_mushroom_block,53
23,empty,37
24,empty,15
25,empty,39
26,redstone_block,45
27,chest,23
28,command_block,1
29,empty,56
30,brown_mushroom,61
31,grass,41
32,empty,4
33,snow,45
34,empty,42
35,brewing_stand,34
