location,block,quantity
0,ender_chest,25
1,glass_pane,56
2,clay,17
3,jungle_fence,2
4,prismarine,49
5,nether_brick,55
6,soul_sand,9
7,iron_bars,3
8,red_mushroom,48
9,barrier,32
10,detector_rail,60
11,birch_fence_gate,15
12,sponge,22
13,dropper,24
14,barrier,44
15,farmland,18
16,diamond_block,49
17,ender_chest,54
18,quartz_block,63
19,beacon,20
20,brewing_stand,42
21,iron_ore,25
22,cactus,50
23,glowstone,64
24,emerald_ore,50
25,gold_ore,22
26,brown_mushroom,19
27,beacon,19
28,bedrock,2
29,prismarine,60
30,pumpkin,33
31,quartz_block,2
32,iron_ore,5
33,jungle_door,3
34,gold_block,53
35,acacia_door,3
