location,block,quantity
0,clay,15
1,detector_rail,63
2,birch_fence_gate,22
3,bedrock,23
4,empty,29
5,red_mushroom_block,5
6,trapped_chest,56
7,spruce_door,6
8,iron_bars,31
9,quartz_block,23
10,farmland,13
11,farmland,15
12,barrier,4
13,tripwire_hook,38
14,gold_block,39
15,dragon_egg,6
16,redstone_block,6
17,red_sandstone,2
18,beacon,64
19,lever,21
20,cauldron,31
21,red_mushroom,44
22,empty,17
23,dark_oak_door,46
24,cactus,63
25,lapis_ore,22
26,hay_block,58
27,iron_bars,22
28,glowstone,60
29,cake,58
30,red_mushroom,62
31,detector_rail,50
32,activator_rail,9
33,empty,62
34,empty,57
35,acacia_fence,29
