location,block,quantity
0,ender_chest,7
1,trapped_chest,5
2,stone_pressure_plate,6
3,anvil,19
4,gravel,57
5,sticky_piston,12
6,nether_brick_fence,46
7,stone_button,27
8,jungle_fence_gate,45
9,end_stone,59
10,hopper,1
11,empty,60
12,red_mushroom,33
13,daylight_detector,34
14,dark_oak_door,21
15,hay_block,56
16,jukebox,7
17,ice,57
18,brown_mushroom_block,47
19,beacon,15
20,birch_fence_gate,1
21,chest,63
22,trapped_chest,33
23,coal_block,41
24,chest,38
25,redstone_ore,19
26,spruce_door,19
27,mossy_cobblestone,11
28,obsidian,39
29,acacia_fence_gate,52
30,tripwire_hook,11
31,barrier,29
32,gold_block,54
33,nether_brick_fence,27
34,diamond_ore,18
35,diamond_block,64
