location,block,quantity
0,glass,48
1,lever,6
2,bookshelf,52
3,dark_oak_fence,46
4,redstone_block,27
5,red_mushroom_block,39
6,acacia_door,37
7,gold_ore,29
8,chest,62
9,stone,62
10,empty,31
11,ender_chest,5
12,spruce_door,14
13,rail,24
14,daylight_detector,48
15,ender_chest,30
16,heavy_weighted_pressure_plate,17
17,empty,33
18,vine,63
19,chest,63
20,iron_bars,52
21,stone,51
22,cobblestone,26
23,nether_brick_fence,2
24,cake,8
25,stone_button,33
26,spruce_fence,46
27,iron_door,24
28,stone_button,46
29,sandstone,25
30,stone_pressure_plate,30
31,brown_mushroom,34
32,dark_oak_fence,44
33,dispenser,60
34,bedrock,49
35,flower_pot,35
