location,block,quantity
0,heavy_weighted_pressure_plate,5
1,jukebox,25
2,bookshelf,9
3,stone_button,5
4,grass,37
5,spruce_fence_gate,55
6,furnace,53
7,detector_rail,45
8,stone_slab,53
9,end_stone,51
10,lever,33
11,pumpkin,62
12,diamond_block,32
13,empty,38
14,red_mushroom,18
15,diamond_ore,2
16,ender_chest,62
17,nether_brick,49
18,mycelium,5
19,lever,56
20,redstone_torch,30
21,stone,59
22,empty,7
23,end_stone,38
24,empty,40
25,lever,60
26,nether_wart,1
27,end_stone,6
28,coal_block,2
29,farmland,16
30,snow,38
31,cobblestone_wall,64
32,lapis_ore,50
33,dark_oak_fence_gate,64
34,brown_mushroom_block,26
35,cobblestone,49
