location,block,quantity
0,tnt,22
1,anvil,22
2,coal_block,59
3,activator_rail,38
4,spruce_door,20
5,redstone_torch,25
6,coal_ore,52
7,iron_block,27
8,prismarine,31
9,hay_block,23
10,empty,9
11,stone_slab,58
12,cauldron,23
13,dragon_egg,36
14,diamond_block,20
15,empty,53
16,lapis_block,8
17,crafting_table,2
18,lapis_block,64
19,hay_block,8
20,nether_wart,20
21,sponge,28
22,diamond_block,51
23,trapped_chest,21
24,gold_block,19
25,cake,29
26,dark_oak_door,48
27,cake,25
28,iron_block,9
29,flower_pot,60
30,emerald_block,58
31,empty,8
32,empty,22
33,emerald_block,28
34,cauldron,23
35,acacia_fence,37
