location,block,quantity
0,stone_button,27
1,empty,13
2,ender_chest,29
3,chest,5
4,dropper,39
5,pumpkin,29
6,empty,12
7,wheat,6
8,empty,36
9,brown_mushroom_block,49
10,stone_slab,50
11,command_block,42
12,redstone_block,43
13,wheat,37
14,gold_ore,38
15,hopper,39
16,soul_sand,20
17,netherrack,63
18,lever,29
19,cobblestone_wall,62
20,tripwire_hook,39
21,spruce_fence_gate,17
22,empty,32
23,packed_ice,17
24,brown_mushroom,61
25,dispenser,49
26,stone_pressure_plate,25
27,anvil,55
28,empty,1
29,red_mushroom,32
30,lapis_ore,35
31,birch_door,57
32,coal_block,37
33,beacon,54
34,sea_lantern,15
35,detector_rail,50
