location,block,quantity
0,lever,20
1,gold_ore,43
2,sponge,47
3,iron_block,47
4,activator_rail,5
5,birch_fence_gate,29
6,sand,56
7,iron_block,5
8,netherrack,45
9,ice,26
10,beacon,9
11,empty,30
12,lapis_block,28
13,birch_fence,33
14,sponge,23
15,empty,40
16,redstone_block,50
17,clay,22
18,empty,19
19,empty,18
20,sponge,23
21,red_mushroom,53
22,empty,41
23,end_portal_frame,1
24,grass,6
25,birch_fence,33
26,hopper,48
27,empty,54
28,empty,12
29,stone_slab,23
30,flower_pot,23
31,empty,21
32,jungle_door,7
33,anvil,45
34,grass,7
35,stone_button,23
