location,block,quantity
0,dark_oak_door,45
1,anvil,22
2,clay,13
3,barrier,1
4,empty,41
5,activator_rail,20
6,packed_ice,53
7,hay_block,40
8,dragon_egg,5
9,empty,52
10,crafting_table,11
11,obsidian,20
12,acacia_fence_gate,3
13,dirt,24
14,empty,14
15,chest,57
16,cobblestone_wall,54
17,stone_slab,29
18,packed_ice,20
19,mycelium,27
20,torch,55
21,birch_fence,40
22,gravel,1
23,clay,37
24,netherrack,51
25,empty,39
26,dropper,3
27,brown_mushroom_block,1
28,iron_trapdoor,29
29,quartz_block,4
30,stone_button,34
31,red_mushroom,41
32,tripwire_hook,27
33,empty,12
34,packed_ice,27
35,dropper,31
