location,block,quantity
0,stone_button,32
1,empty,37
2,gold_ore,41
3,glass_pane,63
4,stone_button,23
5,coal_ore,4
6,spruce_fence,1
7,jukebox,15
8,hay_block,58
9,cake,27
10,dark_oak_door,30
11,iron_trapdoor,11
12,beacon,35
13,hopper,18
14,end_stone,1
15,iron_ore,43
16,pumpkin,53
17,iron_block,59
18,pumpkin,58
19,wheat,23
20,packed_ice,27
21,dropper,33
22,birch_fence,1
23,empty,59
24,diamond_block,21
25,empty,15
26,stone_button,10
27,iron_trapdoor,63
28,jungle_fence_gate,62
29,dark_oak_fence_gate,52
30,mycelium,30
31,empty,60
32,glass_pane,48
33,soul_sand,14
34,enchanting_table,46
35,crafting_table,47
