location,block,quantity
0,red_mushroom,56
1,brewing_stand,18
2,empty,40
3,spruce_door,40
4,redstone_lamp,52
5,furnace,63
6,stone_pressure_plate,39
7,emerald_block,58
8,diamond_block,36
9,soul_sand,2
10,empty,54
11,empty,60
12,cake,3
13,enchanting_table,38
14,end_portal_frame,43
15,hay_block,39
16,quartz_block,4
17,command_block,10
18,empty,58
19,empty,32
20,brewing_stand,31
21,stone_slab,62
22,torch,20
23,empty,43
24,flower_pot,10
25,packed_ice,46
26,iron_ore,33
27,prismarine,36
28,glass_pane,60
29,stone_button,1
30,brown_mushroom,23
31,brown_mushroom_block,41
32,red_sandstone,48
33,bookshelf,13
34,prismarine,3
35,redstone_torch,4
