location,block,quantity
0,crafting_table,44
1,empty,8
2,stone_button,20
3,trapped_chest,42
4,spruce_door,12
5,packed_ice,49
6,brown_mushroom_block,17
7,lapis_block,32
8,dark_oak_fence_gate,7
9,brown_mushroom_block,55
10,lapis_block,8
11,sticky_piston,61
12,sandstone,49
13,lever,57
14,brown_mushroom_block,11
15,birch_fence_gate,58
16,iron_door,7
17,vine,17
18,end_stone,44
19,nether_wart,5
20,quartz_block,20
21,nether_brick,30
22,mycelium,33
23,redstone_ore,41
24,coal_ore,47
25,daylight_detector,63
26,command_block,39
27,anvil,23
28,tnt,23
29,empty,57
30,packed_ice,38
31,glowstone,26
32,chest,14
33,emerald_block,21
34,daylight_detector,29
35,empty,6
