location,block,quantity
0,enchanting_table,48
1,farmland,11
2,pumpkin,7
3,diamond_block,16
4,command_block,51
5,brown_mushroom_block,52
6,daylight_detector,52
7,diamond_block,43
8,brown_mushroom,11
9,empty,37
10,coal_block,22
11,glowstone,31
12,glass_pane,59
13,empty,44
14,empty,6
15,ender_chest,48
16,hay_block,4
17,sea_lantern,60
18,spruce_fence,42
19,iron_block,58
20,tripwire_hook,12
21,spruce_fence,19
22,jungle_fence_gate,32
23,jungle_door,29
24,glass_pane,49
25,packed_ice,18
26,chest,22
27,birch_door,33
28,coal_block,4
29,barrier,12
30,chest,26
31,trapped_chest,14
32,lever,23
33,gravel,12
34,empty,33
35,red_mushroom,1
