location,block,quantity
0,redstone_block,17
1,coal_ore,13
2,tnt,2
3,clay,10
4,empty,24
5,iron_bars,5
6,heavy_weighted_pressure_plate,24
7,spruce_fence_gate,61
8,cobblestone_wall,16
9,brewing_stand,48
10,empty,31
11,empty,40
12,dirt,62
13,rail,35
14,spruce_fence,40
15,redstone_block,37
16,obsidian,25
17,bedrock,8
18,red_mushroom,24
19,birch_fence_gate,1
20,sponge,31
21,spruce_door,47
22,sand,20
23,soul_sand,42
24,farmland,46
25,empty,41
26,emerald_ore,33
27,ladder,59
28,pumpkin,58
29,redstone_ore,11
30,empty,28
31,stone,45
32,bedrock,48
33,empty,52
34,cactus,29
35,empty,6
