attack,back,forward,jump,left,right,sneak,sprint,use,drop,inventory,ESC,camera1,camera2,startImage,hotbar
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,5.809483127522302,10.0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,3.2153691330919005,3,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.6153942662021781,4,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,5,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,6,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,7,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,8,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-0.6153942662021781,9,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,10,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,11,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,12,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,-0.6153942662021781,13,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,-3.2153691330919005,14,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,-1.6094986352788734,15,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,16,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,17,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,18,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,19,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,20,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,21,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,1.6094986352788734,22,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,1.6094986352788734,23,1
0,0,1,0,0,0,0,0,0,0,0,0,3.2153691330919005,5.809483127522302,24,1
