location,block,quantity
0,nether_brick,1
1,beacon,19
2,acacia_stairs,34
3,brown_mushroom,2
4,stone_brick_stairs,43
5,hopper,11
6,command_block,57
7,barrier,15
8,jungle_door,57
9,ender_chest,38
10,spruce_fence_gate,6
11,lever,64
12,ladder,57
13,birch_fence_gate,40
14,command_block,27
15,birch_fence_gate,63
16,end_stone,53
17,jungle_stairs,14
18,barrier,43
19,empty,28
20,sandstone,4
21,sponge,63
22,red_mushroom,25
23,nether_wart,43
24,bedrock,47
25,spruce_door,29
26,nether_brick,2
27,iron_trapdoor,12
28,packed_ice,15
29,flower_pot,56
30,glass_pane,62
31,lever,18
32,brown_mushroom,23
33,jukebox,46
34,redstone_torch,14
35,stone_brick_stairs,50
