location,block,quantity
0,stone_brick_stairs,43
1,dark_oak_fence,39
2,glowstone,33
3,dark_oak_door,18
4,hopper,2
5,redstone_lamp,19
6,wheat,45
7,cactus,15
8,ladder,61
9,glass,41
10,detector_rail,20
11,sandstone,21
12,spruce_fence_gate,2
13,brewing_stand,33
14,sand,17
15,red_sandstone,31
16,emerald_block,37
17,jukebox,3
18,redstone_ore,4
19,nether_brick_stairs,28
20,cactus,35
21,birch_stairs,35
22,cauldron,32
23,coal_block,21
24,emerald_block,20
25,glass,57
26,pumpkin,29
27,soul_sand,47
28,cobblestone_wall,56
29,cake,15
30,gold_ore,40
31,birch_stairs,33
32,nether_wart,24
33,jungle_stairs,50
34,farmland,13
35,diamond_ore,17
