location,block,quantity
0,command_block,13
1,trapped_chest,44
2,anvil,7
3,chest,45
4,gold_block,56
5,piston,24
6,nether_wart,11
7,quartz_block,15
8,brown_mushroom_block,5
9,spruce_door,19
10,spruce_stairs,58
11,oak_stairs,61
12,iron_trapdoor,53
13,obsidian,63
14,brick_stairs,53
15,redstone_ore,31
16,diamond_ore,60
17,tnt,26
18,spruce_door,24
19,tripwire_hook,59
20,farmland,62
21,cobblestone,7
22,birch_fence_gate,45
23,birch_door,17
24,coal_block,8
25,oak_stairs,34
26,quartz_stairs,26
27,beacon,50
28,packed_ice,51
29,bedrock,11
30,cobblestone_wall,54
31,nether_brick_stairs,51
32,gravel,25
33,dark_oak_fence_gate,60
34,coal_ore,47
35,stone_pressure_plate,10
