location,block,quantity
0,ladder,40
1,dark_oak_stairs,19
2,gold_ore,7
3,sandstone,16
4,hay_block,22
5,lapis_block,1
6,lever,52
7,birch_fence_gate,4
8,nether_brick,36
9,red_sandstone_stairs,38
10,detector_rail,63
11,ender_chest,30
12,brick_stairs,4
13,spruce_stairs,60
14,jungle_fence,55
15,spruce_fence,2
16,anvil,43
17,stone_brick_stairs,61
18,spruce_stairs,58
19,glowstone,26
20,command_block,53
21,emerald_block,62
22,end_portal_frame,35
23,netherrack,27
24,clay,8
25,cake,4
26,end_portal_frame,7
27,cobblestone_wall,47
28,chest,48
29,ladder,60
30,quartz_stairs,3
31,ice,47
32,birch_fence,10
33,tripwire_hook,56
34,jungle_door,18
35,lapis_block,6
