location,block,quantity
0,acacia_stairs,48
1,anvil,34
2,barrier,10
3,wheat,12
4,dark_oak_stairs,54
5,dark_oak_door,40
6,acacia_door,45
7,jungle_door,22
8,jungle_stairs,62
9,spruce_fence,22
10,stone_slab,58
11,red_mushroom_block,18
12,iron_door,15
13,packed_ice,36
14,iron_door,31
15,spruce_door,42
16,stone_brick_stairs,6
17,iron_door,50
18,birch_fence_gate,42
19,stone,2
20,red_mushroom,42
21,clay,30
22,enchanting_table,51
23,quartz_block,2
24,redstone_torch,46
25,iron_bars,52
26,glowstone,38
27,ender_chest,23
28,chest,6
29,command_block,48
30,furnace,32
31,end_portal_frame,15
32,iron_trapdoor,46
33,diamond_ore,19
34,spruce_fence,15
35,coal_block,11
