location,block,quantity
0,spruce_fence,35
1,dark_oak_stairs,53
2,redstone_ore,36
3,heavy_weighted_pressure_plate,28
4,hay_block,6
5,dark_oak_stairs,45
6,dispenser,47
7,quartz_block,44
8,ice,9
9,stone,18
10,stone_pressure_plate,1
11,empty,15
12,nether_brick,16
13,stone_button,63
14,birch_door,37
15,nether_wart,64
16,pumpkin,15
17,iron_trapdoor,60
18,stone_slab,52
19,brown_mushroom,61
20,chest,28
21,redstone_block,58
22,jungle_stairs,17
23,stone_brick_stairs,1
24,furnace,22
25,detector_rail,39
26,tripwire_hook,9
27,netherrack,24
28,cauldron,39
29,sea_lantern,14
30,gold_block,9
31,dirt,56
32,jungle_door,28
33,gold_ore,13
34,jungle_door,19
35,brewing_stand,51
