location,block,quantity
0,ice,56
1,cauldron,31
2,mycelium,58
3,obsidian,61
4,cobblestone,11
5,coal_ore,41
6,dark_oak_door,42
7,tripwire_hook,26
8,sand,38
9,sandstone,59
10,gold_block,63
11,jungle_fence,1
12,acacia_door,50
13,farmland,58
14,diamond_block,8
15,dirt,33
16,acacia_stairs,49
17,daylight_detector,45
18,lapis_block,33
19,command_block,62
20,lapis_block,17
21,acacia_fence,64
22,sticky_piston,62
23,gravel,7
24,chest,48
25,glass_pane,24
26,brown_mushroom,50
27,sea_lantern,48
28,stone_slab,40
29,lapis_block,21
30,coal_ore,60
31,brown_mushroom_block,53
32,dark_oak_door,58
33,birch_fence,22
34,acacia_door,4
35,glass_pane,17
