location,block,quantity
0,obsidian,30
1,brewing_stand,60
2,end_stone,8
3,spruce_fence_gate,54
4,activator_rail,3
5,clay,12
6,anvil,3
7,mycelium,24
8,redstone_ore,38
9,ladder,63
10,brewing_stand,47
11,red_mushroom_block,21
12,activator_rail,1
13,acacia_stairs,59
14,dark_oak_stairs,1
15,stone_pressure_plate,46
16,cactus,64
17,brown_mushroom,26
18,hopper,48
19,birch_fence_gate,19
20,daylight_detector,40
21,prismarine,18
22,sandstone_stairs,38
23,snow,6
24,quartz_block,51
25,snow,9
26,daylight_detector,3
27,beacon,64
28,heavy_weighted_pressure_plate,27
29,red_sandstone,15
30,torch,62
31,command_block,16
32,prismarine,25
33,stone_brick_stairs,50
34,rail,8
35,redstone_block,62
