location,block,quantity
0,diamond_block,3
1,coal_block,56
2,bookshelf,25
3,farmland,12
4,heavy_weighted_pressure_plate,32
5,packed_ice,25
6,iron_trapdoor,57
7,dark_oak_fence_gate,61
8,nether_brick_stairs,62
9,redstone_lamp,19
10,nether_brick_fence,37
11,mossy_cobblestone,52
12,stone_pressure_plate,27
13,dropper,14
14,iron_trapdoor,13
15,jukebox,49
16,obsidian,14
17,stone_button,1
18,diamond_block,33
19,bookshelf,50
20,redstone_torch,41
21,jungle_door,15
22,command_block,46
23,piston,12
24,oak_stairs,25
25,redstone_ore,16
26,sandstone_stairs,11
27,cobblestone,35
28,iron_block,63
29,ender_chest,51
30,flower_pot,9
31,birch_stairs,15
32,trapped_chest,47
33,jungle_fence_gate,15
34,end_stone,23
35,ice,34
