location,block,quantity
0,flower_pot,48
1,birch_door,19
2,birch_stairs,42
3,wheat,54
4,diamond_block,63
5,nether_brick,60
6,stone_pressure_plate,61
7,jungle_fence,15
8,packed_ice,52
9,nether_wart,18
10,red_mushroom_block,38
11,stone_button,25
12,dark_oak_door,9
13,emerald_block,36
14,wheat,31
15,ice,58
16,crafting_table,27
17,cobblestone_wall,49
18,glass,3
19,dark_oak_fence_gate,6
20,diamond_block,13
21,piston,54
22,birch_door,53
23,netherrack,47
24,acacia_stairs,20
25,red_mushroom,29
26,tnt,54
27,diamond_block,20
28,tnt,42
29,heavy_weighted_pressure_plate,55
30,heavy_weighted_pressure_plate,46
31,mossy_cobblestone,2
32,stone_button,37
33,dark_oak_stairs,13
34,brick_stairs,34
35,nether_wart,64
