location,block,quantity
0,acacia_fence_gate,51
1,mycelium,18
2,light_weighted_pressure_plate,12
3,emerald_block,37
4,stone_pressure_plate,52
5,gold_block,19
6,dark_oak_fence,55
7,beacon,35
8,sticky_piston,4
9,bookshelf,2
10,cobblestone,49
11,stone_pressure_plate,37
12,nether_brick,47
13,mossy_cobblestone,37
14,ice,20
15,jungle_fence_gate,21
16,cake,58
17,stone_slab,23
18,stone_pressure_plate,60
19,ice,30
20,ice,62
21,birch_fence_gate,22
22,wheat,52
23,light_weighted_pressure_plate,62
24,bookshelf,16
25,emerald_ore,23
26,sticky_piston,5
27,tnt,51
28,daylight_detector,14
29,torch,24
30,jukebox,15
31,glass_pane,36
32,enchanting_table,42
33,quartz_stairs,28
34,jungle_fence,38
35,stone_button,32
