location,block,quantity
0,end_portal_frame,45
1,farmland,26
2,ice,62
3,spruce_fence,58
4,end_portal_frame,59
5,redstone_ore,51
6,brown_mushroom_block,31
7,redstone_block,21
8,heavy_weighted_pressure_plate,28
9,packed_ice,50
10,nether_brick,4
11,soul_sand,1
12,end_portal_frame,50
13,tripwire_hook,58
14,beacon,50
15,cobblestone_wall,42
16,sandstone,44
17,cactus,5
18,brick_stairs,57
19,sandstone_stairs,28
20,stone_slab,23
21,gold_ore,58
22,birch_fence,40
23,cobblestone_wall,44
24,iron_trapdoor,36
25,wheat,47
26,gravel,29
27,sandstone_stairs,16
28,jungle_fence_gate,39
29,coal_ore,4
30,acacia_fence_gate,23
31,daylight_detector,2
32,crafting_table,63
33,jungle_fence_gate,57
34,dropper,59
35,furnace,22
