location,block,quantity
0,dark_oak_stairs,15
1,gold_ore,1
2,bedrock,61
3,cauldron,18
4,command_block,36
5,trapped_chest,13
6,sandstone_stairs,4
7,nether_wart,25
8,dark_oak_door,15
9,coal_block,46
10,trapped_chest,60
11,red_sandstone,48
12,acacia_stairs,62
13,mycelium,39
14,stone_pressure_plate,6
15,sand,13
16,lapis_ore,44
17,sandstone,51
18,mycelium,62
19,brown_mushroom,16
20,snow,60
21,cake,5
22,lapis_ore,36
23,spruce_fence,36
24,spruce_fence,36
25,nether_brick_stairs,58
26,soul_sand,61
27,prismarine,19
28,hopper,61
29,birch_fence_gate,37
30,diamond_block,29
31,brewing_stand,34
32,spruce_door,55
33,stone_stairs,34
34,grass,1
35,redstone_block,34
