location,block,quantity
0,jungle_door,22
1,lapis_block,14
2,brick_stairs,33
3,sandstone,20
4,bedrock,50
5,quartz_stairs,60
6,flower_pot,30
7,birch_stairs,50
8,clay,5
9,vine,7
10,spruce_door,15
11,piston,2
12,red_mushroom,25
13,dragon_egg,54
14,sponge,60
15,vine,42
16,hopper,62
17,jukebox,17
18,jukebox,13
19,brewing_stand,41
20,coal_ore,1
21,quartz_block,6
22,spruce_fence,2
23,stone_button,42
24,dark_oak_door,33
25,glass,62
26,birch_fence,17
27,birch_fence,14
28,jungle_stairs,51
29,vine,30
30,iron_door,61
31,quartz_stairs,15
32,iron_block,19
33,gravel,64
34,red_mushroom_block,11
35,birch_fence,39
