location,block,quantity
0,acacia_stairs,44
1,enchanting_table,58
2,diamond_block,3
3,barrier,28
4,spruce_stairs,37
5,sandstone_stairs,36
6,nether_brick_fence,26
7,empty,26
8,spruce_door,48
9,jungle_stairs,60
10,stone_pressure_plate,19
11,barrier,33
12,gravel,10
13,stone_button,48
14,obsidian,23
15,ender_chest,10
16,ender_chest,53
17,jungle_door,16
18,crafting_table,16
19,brewing_stand,39
20,prismarine,1
21,farmland,32
22,obsidian,46
23,daylight_detector,45
24,piston,3
25,torch,62
26,iron_door,44
27,bookshelf,49
28,spruce_fence,25
29,cauldron,51
30,cake,43
31,mycelium,48
32,emerald_ore,44
33,acacia_fence_gate,53
34,dark_oak_door,14
35,cake,30
