location,block,quantity
0,iron_block,38
1,dark_oak_fence,29
2,quartz_stairs,43
3,birch_fence,51
4,stone_slab,30
5,gold_ore,60
6,redstone_lamp,25
7,iron_door,51
8,quartz_stairs,33
9,glass_pane,23
10,jukebox,35
11,stone_pressure_plate,31
12,flower_pot,23
13,dropper,18
14,clay,39
15,farmland,55
16,quartz_block,3
17,grass,3
18,furnace,14
19,hopper,63
20,jungle_fence,18
21,snow,58
22,chest,55
23,brown_mushroom,7
24,nether_brick,26
25,nether_wart,11
26,jungle_fence,35
27,sticky_piston,21
28,gold_ore,28
29,chest,48
30,acacia_fence_gate,56
31,dirt,24
32,red_sandstone_stairs,35
33,stone_button,47
34,dark_oak_fence,23
35,emerald_ore,2
