location,block,quantity
0,mossy_cobblestone,8
1,acacia_stairs,19
2,nether_brick_stairs,8
3,dropper,26
4,spruce_fence_gate,12
5,acacia_door,11
6,jukebox,34
7,soul_sand,45
8,coal_ore,33
9,spruce_fence,1
10,iron_trapdoor,55
11,piston,18
12,gravel,33
13,wheat,44
14,acacia_fence_gate,56
15,iron_bars,32
16,spruce_fence_gate,16
17,oak_stairs,15
18,acacia_stairs,20
19,acacia_door,7
20,dark_oak_fence,15
21,quartz_block,41
22,dark_oak_stairs,24
23,dark_oak_fence_gate,54
24,dark_oak_door,38
25,stone_slab,42
26,cobblestone_wall,18
27,gold_ore,38
28,red_sandstone,55
29,hay_block,36
30,heavy_weighted_pressure_plate,61
31,gold_block,47
32,spruce_fence,45
33,redstone_torch,50
34,diamond_block,52
35,brick_stairs,44
