location,block,quantity
0,brown_mushroom,49
1,jungle_fence,34
2,stone_pressure_plate,55
3,diamond_ore,49
4,prismarine,38
5,redstone_block,53
6,dark_oak_fence,17
7,jukebox,34
8,farmland,11
9,sticky_piston,32
10,cauldron,57
11,heavy_weighted_pressure_plate,32
12,stone,43
13,bedrock,47
14,farmland,4
15,stone_pressure_plate,7
16,beacon,34
17,enchanting_table,34
18,quartz_block,11
19,empty,1
20,red_mushroom_block,45
21,daylight_detector,4
22,nether_wart,63
23,brown_mushroom_block,47
24,spruce_door,19
25,sponge,1
26,quartz_stairs,26
27,daylight_detector,24
28,redstone_torch,27
29,redstone_ore,39
30,vine,4
31,stone_slab,35
32,netherrack,53
33,spruce_door,6
34,brewing_stand,26
35,chest,14
