location,block,quantity
0,packed_ice,42
1,nether_wart,16
2,barrier,23
3,birch_fence,44
4,emerald_ore,18
5,brewing_stand,11
6,furnace,29
7,nether_wart,54
8,sticky_piston,27
9,spruce_fence,62
10,sea_lantern,4
11,birch_fence_gate,14
12,ladder,2
13,sticky_piston,17
14,mossy_cobblestone,45
15,emerald_block,31
16,detector_rail,45
17,dropper,27
18,quartz_stairs,14
19,furnace,49
20,torch,58
21,stone_stairs,39
22,crafting_table,48
23,clay,6
24,diamond_ore,20
25,gold_ore,44
26,flower_pot,46
27,birch_door,7
28,anvil,9
29,iron_block,48
30,sandstone,43
31,emerald_block,21
32,dirt,44
33,wheat,3
34,bookshelf,25
35,rail,47
