location,block,quantity
0,tnt,16
1,nether_brick_stairs,42
2,barrier,3
3,glowstone,48
4,brewing_stand,27
5,soul_sand,6
6,nether_wart,59
7,stone_brick_stairs,45
8,birch_stairs,14
9,stone_stairs,21
10,detector_rail,52
11,beacon,39
12,end_portal_frame,21
13,torch,60
14,ladder,58
15,acacia_fence_gate,51
16,snow,8
17,anvil,55
18,bedrock,18
19,brown_mushroom_block,9
20,stone_button,35
21,sea_lantern,25
22,rail,53
23,acacia_door,64
24,sponge,18
25,quartz_stairs,47
26,dark_oak_fence_gate,60
27,barrier,60
28,coal_block,14
29,spruce_fence_gate,7
30,cobblestone,61
31,beacon,12
32,brewing_stand,27
33,packed_ice,11
34,anvil,40
35,nether_brick_fence,56
