location,block,quantity
0,crafting_table,47
1,diamond_ore,3
2,soul_sand,44
3,sandstone,24
4,iron_door,14
5,daylight_detector,10
6,stone_slab,53
7,mossy_cobblestone,15
8,dirt,3
9,iron_trapdoor,40
10,glass,54
11,grass,1
12,end_portal_frame,15
13,crafting_table,29
14,rail,14
15,spruce_fence,2
16,nether_brick_stairs,12
17,diamond_ore,45
18,red_mushroom_block,28
19,packed_ice,18
20,jungle_fence,29
21,gold_block,44
22,end_stone,6
23,nether_wart,1
24,redstone_lamp,21
25,mossy_cobblestone,64
26,chest,23
27,brick_stairs,35
28,iron_door,60
29,obsidian,24
30,tnt,42
31,lapis_block,37
32,stone,61
33,dark_oak_door,4
34,quartz_stairs,14
35,farmland,31
