location,block,quantity
0,packed_ice,41
1,detector_rail,19
2,ladder,30
3,vine,57
4,jungle_fence_gate,27
5,emerald_block,8
6,lapis_block,23
7,sand,33
8,mycelium,34
9,stone_stairs,1
10,jungle_fence_gate,49
11,diamond_block,36
12,oak_stairs,33
13,jungle_door,18
14,brown_mushroom_block,13
15,cactus,20
16,anvil,18
17,sea_lantern,12
18,iron_trapdoor,35
19,brewing_stand,9
20,quartz_block,9
21,enchanting_table,6
22,vine,3
23,mycelium,52
24,stone_stairs,14
25,sand,43
26,activator_rail,14
27,prismarine,14
28,glass,1
29,quartz_stairs,6
30,dark_oak_stairs,46
31,obsidian,22
32,brick_stairs,11
33,stone_pressure_plate,36
34,gold_ore,10
35,command_block,19
