location,block,quantity
0,nether_wart,27
1,birch_fence,44
2,stone_button,54
3,stone,13
4,sea_lantern,39
5,command_block,52
6,stone_brick_stairs,19
7,dispenser,29
8,obsidian,9
9,birch_stairs,5
10,wheat,34
11,jungle_fence_gate,21
12,wheat,16
13,nether_wart,6
14,brick_stairs,15
15,cobblestone_wall,57
16,netherrack,19
17,end_portal_frame,60
18,mycelium,22
19,red_sandstone_stairs,61
20,sandstone,59
21,lever,53
22,spruce_fence_gate,4
23,cactus,33
24,redstone_lamp,19
25,dirt,35
26,netherrack,8
27,cake,8
28,flower_pot,56
29,lapis_ore,60
30,torch,30
31,light_weighted_pressure_plate,11
32,light_weighted_pressure_plate,47
33,hopper,46
34,diamond_ore,20
35,cobblestone_wall,8
