location,block,quantity
0,mossy_cobblestone,24
1,quartz_stairs,52
2,flower_pot,56
3,gravel,22
4,lever,11
5,gold_ore,13
6,sticky_piston,31
7,soul_sand,13
8,wheat,38
9,dark_oak_fence,24
10,brown_mushroom,49
11,nether_brick_stairs,13
12,quartz_block,37
13,nether_brick,2
14,birch_door,9
15,acacia_fence,42
16,brick_stairs,36
17,hopper,49
18,rail,22
19,sea_lantern,14
20,stone_pressure_plate,11
21,redstone_lamp,41
22,dark_oak_fence_gate,55
23,quartz_stairs,21
24,heavy_weighted_pressure_plate,9
25,dark_oak_door,59
26,lapis_ore,62
27,red_mushroom,28
28,mossy_cobblestone,45
29,furnace,9
30,iron_trapdoor,3
31,grass,50
32,glass_pane,19
33,activator_rail,17
34,cake,23
35,heavy_weighted_pressure_plate,27
