location,block,quantity
0,dropper,49
1,trapped_chest,48
2,pumpkin,21
3,obsidian,3
4,pumpkin,14
5,emerald_ore,64
6,dark_oak_stairs,21
7,grass,52
8,emerald_block,7
9,pumpkin,9
10,sandstone_stairs,52
11,farmland,60
12,grass,36
13,enchanting_table,24
14,lapis_ore,63
15,packed_ice,50
16,wheat,27
17,clay,12
18,nether_brick_stairs,32
19,dark_oak_fence_gate,24
20,birch_fence,51
21,flower_pot,9
22,tnt,22
23,sandstone_stairs,45
24,sticky_piston,33
25,wheat,48
26,furnace,18
27,piston,64
28,heavy_weighted_pressure_plate,60
29,sticky_piston,20
30,jungle_fence,35
31,rail,19
32,glass,14
33,netherrack,13
34,birch_fence,43
35,mossy_cobblestone,9
