location,block,quantity
0,redstone_block,18
1,light_weighted_pressure_plate,24
2,iron_door,15
3,sponge,46
4,flower_pot,31
5,pumpkin,44
6,gravel,43
7,jungle_fence,53
8,lever,18
9,quartz_stairs,1
10,oak_stairs,62
11,sand,8
12,heavy_weighted_pressure_plate,51
13,sandstone,3
14,cobblestone_wall,14
15,nether_brick,18
16,gold_ore,30
17,ladder,63
18,brick_stairs,27
19,gold_block,41
20,stone,56
21,nether_brick_fence,1
22,acacia_stairs,44
23,coal_block,3
24,jukebox,50
25,coal_block,24
26,redstone_block,60
27,chest,51
28,birch_stairs,45
29,sandstone,59
30,light_weighted_pressure_plate,41
31,light_weighted_pressure_plate,58
32,gravel,56
33,torch,60
34,stone_pressure_plate,56
35,dropper,20
