location,block,quantity
0,sea_lantern,29
1,dark_oak_door,20
2,brown_mushroom_block,39
3,detector_rail,31
4,end_portal_frame,46
5,stone_brick_stairs,5
6,emerald_ore,19
7,piston,40
8,coal_block,43
9,jungle_fence,16
10,dark_oak_fence_gate,30
11,gold_ore,10
12,jungle_door,38
13,brown_mushroom,43
14,sticky_piston,62
15,gold_block,22
16,acacia_stairs,57
17,stone_button,6
18,sandstone,19
19,sponge,47
20,flower_pot,56
21,diamond_ore,64
22,sponge,38
23,redstone_lamp,21
24,chest,44
25,gravel,41
26,netherrack,15
27,jungle_fence,11
28,diamond_block,62
29,prismarine,27
30,end_stone,41
31,coal_ore,22
32,gravel,63
33,redstone_block,44
34,red_sandstone_stairs,7
35,dark_oak_fence_gate,30
