location,block,quantity
0,pumpkin,13
1,red_mushroom,21
2,lever,9
3,dragon_egg,24
4,birch_fence_gate,28
5,spruce_fence,19
6,cobblestone,30
7,dispenser,61
8,sticky_piston,26
9,end_stone,33
10,prismarine,51
11,stone_button,9
12,iron_door,49
13,redstone_lamp,54
14,flower_pot,17
15,sandstone_stairs,5
16,tripwire_hook,50
17,glowstone,3
18,pumpkin,57
19,birch_fence,39
20,daylight_detector,59
21,rail,31
22,hopper,31
23,coal_ore,34
24,enchanting_table,46
25,stone_stairs,5
26,flower_pot,14
27,birch_fence,56
28,barrier,55
29,quartz_stairs,7
30,spruce_fence_gate,9
31,cactus,49
32,acacia_stairs,47
33,acacia_door,28
34,spruce_fence,61
35,lapis_ore,46
