location,block,quantity
0,flower_pot,12
1,ladder,26
2,diamond_ore,57
3,cobblestone,10
4,cobblestone_wall,42
5,ice,59
6,birch_fence,7
7,sandstone,53
8,acacia_door,50
9,diamond_ore,48
10,dirt,53
11,spruce_fence,46
12,hopper,43
13,mossy_cobblestone,10
14,prismarine,53
15,wheat,59
16,spruce_stairs,46
17,netherrack,11
18,nether_brick_stairs,38
19,glowstone,52
20,gold_ore,33
21,iron_block,10
22,clay,45
23,emerald_block,35
24,sandstone_stairs,17
25,dropper,25
26,emerald_ore,46
27,clay,16
28,acacia_stairs,5
29,jungle_fence_gate,20
30,snow,52
31,torch,50
32,spruce_door,41
33,acacia_fence,63
34,dispenser,29
35,redstone_lamp,48
