location,block,quantity
0,diamond_block,8
1,stone_brick_stairs,24
2,ladder,56
3,red_mushroom_block,1
4,rail,17
5,cactus,36
6,spruce_fence,17
7,nether_brick_fence,20
8,jukebox,20
9,dragon_egg,29
10,clay,40
11,iron_trapdoor,2
12,snow,43
13,chest,24
14,packed_ice,45
15,tnt,31
16,red_mushroom_block,6
17,redstone_ore,41
18,nether_brick_fence,15
19,iron_bars,45
20,hay_block,3
21,glass_pane,39
22,diamond_block,13
23,brewing_stand,49
24,nether_brick_fence,12
25,jungle_door,14
26,redstone_block,33
27,acacia_fence_gate,43
28,packed_ice,58
29,stone_pressure_plate,60
30,red_sandstone_stairs,37
31,chest,3
32,heavy_weighted_pressure_plate,4
33,prismarine,9
34,furnace,43
35,sticky_piston,46
