location,block,quantity
0,flower_pot,23
1,command_block,51
2,diamond_ore,5
3,iron_bars,10
4,lapis_block,24
5,tnt,20
6,lapis_block,12
7,redstone_block,37
8,iron_ore,7
9,quartz_block,42
10,beacon,50
11,coal_ore,40
12,jungle_fence,2
13,nether_wart,21
14,spruce_stairs,56
15,spruce_fence_gate,36
16,glass_pane,63
17,coal_ore,3
18,bookshelf,37
19,ender_chest,35
20,stone_button,21
21,cobblestone,3
22,brick_stairs,46
23,hopper,62
24,nether_wart,64
25,chest,37
26,diamond_block,40
27,stone_slab,26
28,acacia_fence_gate,46
29,tripwire_hook,50
30,netherrack,28
31,flower_pot,7
32,barrier,41
33,redstone_lamp,11
34,lever,32
35,clay,35
