location,block,quantity
0,soul_sand,20
1,iron_ore,38
2,hopper,30
3,stone_brick_stairs,51
4,red_mushroom,53
5,dirt,40
6,dirt,16
7,jungle_door,47
8,command_block,33
9,cobblestone_wall,13
10,jungle_stairs,16
11,crafting_table,38
12,tripwire_hook,30
13,stone_pressure_plate,52
14,lapis_block,59
15,bookshelf,16
16,crafting_table,38
17,activator_rail,15
18,sticky_piston,55
19,red_sandstone,3
20,nether_brick_stairs,47
21,sticky_piston,59
22,furnace,59
23,dispenser,8
24,redstone_lamp,37
25,sea_lantern,44
26,red_sandstone_stairs,22
27,cake,19
28,sandstone_stairs,42
29,packed_ice,1
30,brown_mushroom_block,24
31,bedrock,22
32,netherrack,40
33,light_weighted_pressure_plate,25
34,brick_stairs,14
35,activator_rail,21
