location,block,quantity
0,furnace,27
1,red_sandstone_stairs,3
2,birch_fence_gate,26
3,acacia_stairs,8
4,hopper,17
5,tripwire_hook,1
6,spruce_stairs,5
7,trapped_chest,47
8,glowstone,22
9,birch_fence,41
10,ice,27
11,acacia_stairs,24
12,command_block,8
13,brown_mushroom_block,31
14,stone_button,9
15,jungle_fence_gate,5
16,glowstone,10
17,clay,32
18,red_sandstone_stairs,15
19,dark_oak_door,42
20,stone_stairs,48
21,sea_lantern,49
22,ladder,16
23,mossy_cobblestone,6
24,stone_slab,51
25,glass_pane,30
26,stone,27
27,dispenser,26
28,brick_stairs,63
29,brewing_stand,61
30,ender_chest,47
31,jungle_fence,7
32,dark_oak_fence,58
33,detector_rail,16
34,heavy_weighted_pressure_plate,38
35,spruce_fence,42
